Model,Params,Data,Test F1,Train F1,Test Accuracy,Train Accuracy,Test Loss,Train Loss,Lambda1,Lambda2,Max Iter,Gamma,Batch Size,Plotting,Log,Polynomial,Data Split Y,Data Split X,Threshold
Logistic Regression with both regularization,"[1.0, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_full.npy,0.41970219,0.67707517,0.84231218,0.79223134,0.35656873,0.43310095,1.0,0.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_full.npy,0.39811115,0.47946033,0.89999086,0.83606855,0.26233861,0.35509283,0.1,5.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_full.npy,0.42341187,0.56230809,0.88545405,0.81356049,0.28835317,0.39204932,0.1,5.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_full.npy,0.37071495,0.78816444,0.75778458,0.78190281,0.48403313,0.46500345,0.1,5.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_full.npy,0.42295578,0.66455111,0.84957296,0.78941665,0.34355391,0.43615936,0.1,5.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_full.npy,0.42360444,0.56332273,0.88500072,0.81346207,0.28893288,0.39243155,0.1,5.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_full.npy,0.42386612,0.66117998,0.85182053,0.78886563,0.34131209,0.4359356,0.1,5.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_full.npy,0.39728237,0.47475298,0.90123273,0.83630836,0.26131143,0.35491382,0.1,5.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_full.npy,0.42453371,0.56511772,0.88468454,0.81403415,0.29062168,0.3923343,0.1,5.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_full.npy,0.37230984,0.78703971,0.76026834,0.78152579,0.48327438,0.46544753,0.1,5.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_full.npy,0.42227391,0.66579464,0.84902059,0.78996123,0.34923429,0.43653363,0.1,5.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_full.npy,0.4239213,0.56528761,0.88429979,0.81343385,0.29118014,0.39289098,0.1,5.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_full.npy,0.42246516,0.66516818,0.85021295,0.79021331,0.34476302,0.43591197,0.1,5.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_full.npy,0.40708845,0.49509243,0.89620428,0.83553401,0.2726335,0.3584061,0.1,5.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_full.npy,0.42331642,0.57417201,0.88057035,0.81381365,0.30102292,0.39517253,0.1,5.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_full.npy,0.37298829,0.78828943,0.76163592,0.78312946,0.4841701,0.4641736,0.1,5.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_full.npy,0.41919685,0.67123251,0.84364929,0.79015511,0.35731521,0.43777684,0.1,5.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_full.npy,0.42400451,0.57702749,0.87903134,0.81349045,0.30485048,0.39629888,0.1,5.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.1, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_full.npy,0.42030021,0.67264408,0.84272359,0.79028032,0.36291866,0.43888197,0.1,5.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_full.npy,0.40827033,0.49800473,0.8981928,0.83777744,0.25840517,0.3505836,0.1,1.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_full.npy,0.42695103,0.57380112,0.88323315,0.81535008,0.28386643,0.38777862,0.1,1.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_full.npy,0.37448726,0.78790402,0.76341874,0.78279176,0.4772241,0.46167755,0.1,1.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_full.npy,0.42348165,0.66706386,0.84999962,0.79064498,0.33707023,0.43216469,0.1,1.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_full.npy,0.4278334,0.5738112,0.88274554,0.8148012,0.28474829,0.38811551,0.1,1.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_full.npy,0.4240096,0.66601578,0.85114626,0.79081207,0.33568436,0.43168287,0.1,1.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_full.npy,0.40960416,0.49966006,0.89879088,0.83860181,0.25945039,0.35056897,0.1,1.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_full.npy,0.42817021,0.57947299,0.88108843,0.81545384,0.28783012,0.38792663,0.1,1.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_full.npy,0.37355182,0.78670785,0.76337684,0.78182175,0.47912339,0.46311345,0.1,1.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_full.npy,0.4198919,0.67625378,0.84271217,0.79239462,0.35506604,0.43254943,0.1,1.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_full.npy,0.42681208,0.57834986,0.88091701,0.81507743,0.29083831,0.38928526,0.1,1.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_full.npy,0.4225354,0.67158954,0.84636542,0.79114705,0.34425147,0.4320963,0.1,1.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_full.npy,0.4139956,0.50987682,0.89483288,0.83744915,0.27023048,0.35383617,0.1,1.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_full.npy,0.42568041,0.58052927,0.87974751,0.81525371,0.29646833,0.39102752,0.1,1.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_full.npy,0.37360793,0.78615627,0.76369302,0.78162627,0.48226858,0.46253953,0.1,1.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_full.npy,0.41715181,0.67654618,0.84057507,0.79157664,0.36396046,0.43607517,0.1,1.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_full.npy,0.42535901,0.58514449,0.87710757,0.81503692,0.30237222,0.39198188,0.1,1.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.1, 1.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_full.npy,0.41958405,0.67534318,0.84325692,0.79198554,0.3555875,0.43409301,0.1,1.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_full.npy,0.41090836,0.50348268,0.89719473,0.83816081,0.25836172,0.34965367,0.1,0.1,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_full.npy,0.4271617,0.57743817,0.88237221,0.8158645,0.28343227,0.38682542,0.1,0.1,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_full.npy,0.37485616,0.78796127,0.76512918,0.78362397,0.47468136,0.45961543,0.1,0.1,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_full.npy,0.42142157,0.66833841,0.84808728,0.79040524,0.33966904,0.43253317,0.1,0.1,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_full.npy,0.42759208,0.57830287,0.88158366,0.81560058,0.28442879,0.38725891,0.1,0.1,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_full.npy,0.42312249,0.66807289,0.849912,0.79126992,0.3365241,0.43112604,0.1,0.1,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_full.npy,0.41385183,0.50750397,0.89724806,0.83893077,0.25890652,0.34912563,0.1,0.1,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_full.npy,0.426706,0.57482182,0.88320648,0.81571904,0.28490414,0.38733491,0.1,0.1,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_full.npy,0.37304077,0.78824166,0.76285875,0.78331915,0.48068159,0.46110034,0.1,0.1,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_full.npy,0.41915176,0.67689514,0.84220932,0.79214468,0.35419605,0.43235477,0.1,0.1,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_full.npy,0.42809685,0.58560453,0.87817421,0.81536586,0.29090059,0.38784068,0.1,0.1,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_full.npy,0.42122899,0.67442429,0.84528735,0.79208564,0.34749058,0.43118531,0.1,0.1,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_full.npy,0.40954921,0.50680101,0.8960519,0.83823936,0.26805699,0.35273604,0.1,0.1,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_full.npy,0.42661682,0.58484646,0.87780851,0.81526912,0.29670659,0.3897835,0.1,0.1,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_full.npy,0.37386247,0.78558398,0.764493,0.78130357,0.48190248,0.46225078,0.1,0.1,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_full.npy,0.41527362,0.68035833,0.83592375,0.79125104,0.3669148,0.4348577,0.1,0.1,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_full.npy,0.42745783,0.58602744,0.8779266,0.815392,0.30119656,0.391327,0.1,0.1,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_full.npy,0.41676717,0.67855282,0.83876178,0.79126287,0.35840745,0.43316018,0.1,0.1,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_full.npy,0.41160232,0.50259378,0.89749187,0.83791168,0.25819323,0.34991897,0.1,0.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_full.npy,0.42693118,0.57773711,0.88225412,0.81587667,0.28343913,0.38675663,0.1,0.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_full.npy,0.37535386,0.78722565,0.76583011,0.78294927,0.47440083,0.45985465,0.1,0.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_full.npy,0.42186378,0.6692101,0.847973,0.79101526,0.33985077,0.4319789,0.1,0.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_full.npy,0.42711666,0.57838305,0.88136271,0.81553568,0.28444361,0.38719313,0.1,0.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_full.npy,0.42306078,0.66847252,0.84985105,0.79141653,0.33651702,0.43107112,0.1,0.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_full.npy,0.41224175,0.50568303,0.89731282,0.83864837,0.26092835,0.35029687,0.1,0.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_full.npy,0.42785613,0.58292652,0.88037607,0.81643816,0.28848628,0.38694655,0.1,0.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_full.npy,0.37419639,0.78873119,0.76317875,0.78424726,0.47993454,0.45888773,0.1,0.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_full.npy,0.42063685,0.67545407,0.8434131,0.79188394,0.34998227,0.43113508,0.1,0.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_full.npy,0.42963271,0.5866862,0.87855516,0.81611016,0.29345298,0.38811334,0.1,0.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_full.npy,0.42184293,0.67547437,0.84509687,0.7924566,0.34764737,0.43088266,0.1,0.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_full.npy,0.41783576,0.52432059,0.89118725,0.83757945,0.27250565,0.3530057,0.1,0.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_full.npy,0.42692577,0.58819323,0.87694757,0.81569211,0.30339087,0.39158397,0.1,0.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_full.npy,0.37244786,0.78688239,0.76214639,0.78226558,0.48526405,0.46183562,0.1,0.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_full.npy,0.41785573,0.67679222,0.84019794,0.7910747,0.35799539,0.43294782,0.1,0.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_full.npy,0.42633881,0.59776214,0.87135532,0.81536078,0.31147236,0.39290138,0.1,0.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_full.npy,0.41739781,0.68145526,0.83903987,0.79329924,0.35917162,0.43295322,0.1,0.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_full.npy,0.39845942,0.47843958,0.90036418,0.83610281,0.26191682,0.35517095,0.01,5.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_full.npy,0.42336265,0.5620945,0.88547309,0.81350812,0.28813963,0.39199459,0.01,5.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_full.npy,0.37136647,0.7877943,0.75903789,0.78181077,0.48295818,0.46502628,0.01,5.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_full.npy,0.42227643,0.66431237,0.84908916,0.78894706,0.34361984,0.43666829,0.01,5.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_full.npy,0.42349263,0.56324797,0.8850312,0.81348919,0.28869239,0.39237612,0.01,5.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_full.npy,0.4240145,0.66105918,0.851931,0.78884139,0.34112105,0.43589673,0.01,5.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_full.npy,0.39369015,0.46785586,0.90257366,0.83627122,0.26192394,0.35608392,0.01,5.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_full.npy,0.42193971,0.55842131,0.88661973,0.81345647,0.28841322,0.39272237,0.01,5.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_full.npy,0.37107115,0.78846073,0.75825695,0.78278913,0.48630343,0.46322302,0.01,5.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_full.npy,0.41949579,0.66992004,0.84454451,0.78978288,0.35394239,0.43620159,0.01,5.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_full.npy,0.42365908,0.56218187,0.88522929,0.81319623,0.29000225,0.39275045,0.01,5.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_full.npy,0.42334654,0.66611914,0.84974439,0.78996777,0.34605027,0.4362617,0.01,5.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_full.npy,0.4004153,0.48438267,0.89881374,0.83628211,0.27114069,0.35907059,0.01,5.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_full.npy,0.42283044,0.5596473,0.88603308,0.81316955,0.29715036,0.39568519,0.01,5.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_full.npy,0.37202111,0.78610173,0.76102641,0.78102223,0.48479434,0.4659235,0.01,5.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_full.npy,0.41855982,0.67522651,0.84193123,0.79181593,0.36368442,0.43802916,0.01,5.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_full.npy,0.42585554,0.58029182,0.87767518,0.81361521,0.30695323,0.39665051,0.01,5.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_full.npy,0.42212409,0.67014051,0.8462397,0.79039138,0.35755358,0.43887872,0.01,5.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_full.npy,0.40863849,0.49812535,0.89811661,0.83756465,0.25853787,0.35068967,0.01,1.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_full.npy,0.42688906,0.57365202,0.88327505,0.81533384,0.28364588,0.38774629,0.01,1.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_full.npy,0.37456029,0.78790754,0.76347969,0.782808,0.47720585,0.46166434,0.01,1.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_full.npy,0.42348708,0.66703364,0.85006438,0.79066657,0.33687455,0.43214253,0.01,1.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_full.npy,0.427804,0.57380448,0.8827722,0.81483621,0.28452589,0.38808211,0.01,1.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_full.npy,0.42408395,0.66591588,0.85122245,0.7908048,0.33548661,0.43166135,0.01,1.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_full.npy,0.40976188,0.49947575,0.89885565,0.8385782,0.25925616,0.35052667,0.01,1.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_full.npy,0.42811013,0.58143472,0.88060844,0.81605722,0.28938529,0.38817819,0.01,1.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_full.npy,0.37383077,0.78822999,0.76372731,0.78359885,0.47873254,0.46140042,0.01,1.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_full.npy,0.42124495,0.67244188,0.84609495,0.79165786,0.34840773,0.43212904,0.01,1.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_full.npy,0.42725037,0.577163,0.88216269,0.81555337,0.29105429,0.38938011,0.01,1.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_full.npy,0.4205915,0.67438639,0.84347405,0.79150265,0.35069899,0.43232988,0.01,1.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_full.npy,0.41328402,0.51595652,0.89280245,0.83751025,0.27413133,0.35586006,0.01,1.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_full.npy,0.42639633,0.58235965,0.87905038,0.81532892,0.29546996,0.39025645,0.01,1.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_full.npy,0.37519832,0.78825829,0.76495013,0.78380797,0.47971277,0.46075323,0.01,1.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_full.npy,0.41856028,0.6762825,0.84008746,0.79091123,0.35884425,0.43381143,0.01,1.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_full.npy,0.42780199,0.5837065,0.87834183,0.81508551,0.30056104,0.39252742,0.01,1.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_full.npy,0.41981961,0.67502111,0.84200361,0.79058437,0.35549455,0.43368517,0.01,1.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_full.npy,0.41104106,0.50206378,0.89743853,0.83777171,0.25801756,0.34984425,0.01,0.1,1000,0.05,1028,False,False,1,4,2,
