Model,Params,Data,Test F1,Train F1,Test Accuracy,Train Accuracy,Test Loss,Train Loss
Logistic Regression with both regularization,"[0.05, 0.01, 1000, 0.05, 1028, False, False, 5, (3, 3), 0.5]",train_data_full.npy,0.42585477809071753,0.5931166222382179,0.874159066840377,0.8152566430893974,0.30111568952522094,0.39032421291157376
Logistic Regression with both regularization,"[0.05, 0.01, 1000, 0.05, 1028, False, False, 6, (3, 2), 0.5]",train_data_full.npy,0.42493683212643285,0.6019149660759764,0.8674201732531829,0.81411815232801,0.31785144946408495,0.39496743877053037
Logistic Regression with both regularization,"[0.05, 0.01, 1000, 0.05, 1028, False, False, 6, (3, 3), 0.5]",train_data_full.npy,0.42730505260677587,0.5957011719803997,0.8725476751007596,0.8148765610035528,0.3053521131988822,0.3912913597976966
Logistic Regression with both regularization,"[0.01, 0.5, 1000, 0.05, 1028, False, False, 2, (3, 2), 0.5]",train_data_full.npy,0.4286113468691813,0.5811406233275124,0.8815493741095443,0.8164858214612384,0.2855768838300124,0.38670725397311684
Logistic Regression with both regularization,"[0.01, 0.5, 1000, 0.05, 1028, False, False, 2, (3, 3), 0.5]",train_data_full.npy,0.4283209298320528,0.5795105472321495,0.881636991154488,0.815890974099123,0.2838665120934954,0.38660513706566507
Logistic Regression with both regularization,"[0.01, 0.5, 1000, 0.05, 1028, False, False, 3, (3, 2), 0.5]",train_data_full.npy,0.42706376489526926,0.5874396688671383,0.8769780500255232,0.81560928556634,0.29702828788401764,0.3888487073373917
Logistic Regression with both regularization,"[0.01, 0.5, 1000, 0.05, 1028, False, False, 3, (3, 3), 0.5]",train_data_full.npy,0.42714378636434597,0.5779323665974799,0.8818807951056357,0.8157275524323223,0.2869023979924071,0.3877417850508722
Logistic Regression with both regularization,"[0.01, 0.5, 1000, 0.05, 1028, False, False, 4, (3, 2), 0.5]",train_data_full.npy,0.42847201863041856,0.5831890133687768,0.8788294362795517,0.8150900924159125,0.29689207504766085,0.3906081678403026
Logistic Regression with both regularization,"[0.01, 0.5, 1000, 0.05, 1028, False, False, 4, (3, 3), 0.5]",train_data_full.npy,0.4274179603638269,0.5829769864740321,0.8795798953166786,0.8155995828742489,0.2935812217498377,0.3894905303066205
Logistic Regression with both regularization,"[0.01, 0.5, 1000, 0.05, 1028, False, False, 5, (3, 2), 0.5]",train_data_full.npy,0.4270348840667062,0.586260471742996,0.8776066070870762,0.8156086243970512,0.30020417932139654,0.3916905241176505
Logistic Regression with both regularization,"[0.01, 0.5, 1000, 0.05, 1028, False, False, 5, (3, 3), 0.5]",train_data_full.npy,0.42737482211338534,0.5891878716563118,0.8760371191515622,0.8154122769947122,0.29995276174981284,0.39087051107614146
Logistic Regression with both regularization,"[0.01, 0.5, 1000, 0.05, 1028, False, False, 6, (3, 2), 0.5]",train_data_full.npy,0.42872812728466186,0.5941253308987943,0.8735609852727175,0.8152253069063097,0.3079084739668436,0.39225487845727036
Logistic Regression with both regularization,"[0.01, 0.5, 1000, 0.05, 1028, False, False, 6, (3, 3), 0.5]",train_data_full.npy,0.4263846694722894,0.583621897320118,0.8782808773894691,0.8150177706897214,0.2988825750544577,0.3911276216549136
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 2, (3, 2), 0.5]",train_data_full.npy,0.4270302158635156,0.5774454229222639,0.881309379595133,0.8147127484670071,0.28524877074051824,0.3877539859900907
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 2, (3, 3), 0.5]",train_data_full.npy,0.4299585130300163,0.5812981157232909,0.8810503378970385,0.8158668882620473,0.28507403726387287,0.3865674581720399
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 2), 0.5]",train_data_full.npy,0.42782322862579325,0.5860775965076032,0.8788484834632352,0.8159979119568184,0.2924824536754716,0.3881115681675446
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 3), 0.5]",train_data_full.npy,0.42675131360478186,0.5808909009806618,0.8803379732272786,0.8154322709244434,0.2902244866944033,0.38802780575668966
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 4, (3, 2), 0.5]",train_data_full.npy,0.42558057521656417,0.5836676699368256,0.8782884962629426,0.815054307194048,0.2954576416327725,0.38916596677181303
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 4, (3, 3), 0.5]",train_data_full.npy,0.4284118204322234,0.5841325670321781,0.8794237084104745,0.8159124062867762,0.2919325735527499,0.38804909030494755
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 2), 0.5]",train_data_full.npy,0.427239257226045,0.5883084198867364,0.875884741682095,0.8152142276899687,0.30053181401685863,0.39059864894518787
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 3), 0.5]",train_data_full.npy,0.42712013500018026,0.5826166167248389,0.8792065705164834,0.8151265557857039,0.29563926765933285,0.3896312684292773
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 6, (3, 2), 0.5]",train_data_full.npy,0.42594629735317957,0.5971475466037846,0.8708220002590417,0.8151105432417608,0.31098686387228885,0.39256724114000524
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 6, (3, 3), 0.5]",train_data_full.npy,0.42445260155683645,0.5832913274830286,0.8767304366376387,0.814306401980811,0.3010287079490599,0.39180056844755135
Logistic Regression with both regularization,"[0.01, 0.05, 1000, 0.05, 1028, False, False, 2, (3, 2), 0.5]",train_data_full.npy,0.4286334348469203,0.5805753661808903,0.8809093887377811,0.8157785812320734,0.2867598638234938,0.38705311513390317
Logistic Regression with both regularization,"[0.01, 0.05, 1000, 0.05, 1028, False, False, 2, (3, 3), 0.5]",train_data_full.npy,0.4285219240542033,0.5803771412373736,0.8813512833992366,0.8159831349635384,0.2846149282070995,0.38610798740592384
Logistic Regression with both regularization,"[0.01, 0.05, 1000, 0.05, 1028, False, False, 3, (3, 2), 0.5]",train_data_full.npy,0.4275086542123414,0.5891137613379807,0.8765132987436478,0.815806508158413,0.2973182109827892,0.3883421856953942
Logistic Regression with both regularization,"[0.01, 0.05, 1000, 0.05, 1028, False, False, 3, (3, 3), 0.5]",train_data_full.npy,0.4255673762168935,0.5789834164854043,0.8811455738154557,0.8157529938144131,0.2860347983126466,0.3867815504490042
Logistic Regression with both regularization,"[0.01, 0.05, 1000, 0.05, 1028, False, False, 4, (3, 2), 0.5]",train_data_full.npy,0.4280389400598105,0.5867324322348427,0.8778885054055907,0.8155995357811122,0.2968526929180116,0.38970343200858254
Logistic Regression with both regularization,"[0.01, 0.05, 1000, 0.05, 1028, False, False, 4, (3, 3), 0.5]",train_data_full.npy,0.42700847497863764,0.5835304315863051,0.8789970514959657,0.8155845695789511,0.2932791311523972,0.388207507457586
Logistic Regression with both regularization,"[0.01, 0.05, 1000, 0.05, 1028, False, False, 5, (3, 2), 0.5]",train_data_full.npy,0.42639436110958956,0.5950261226423404,0.8718962614187866,0.8146028970942223,0.3077280632297947,0.39243738661135263
Logistic Regression with both regularization,"[0.01, 0.05, 1000, 0.05, 1028, False, False, 5, (3, 3), 0.5]",train_data_full.npy,0.4272156578877014,0.5850587819214638,0.8785284907773536,0.8154872716334612,0.29802355525592933,0.39013485258386327
Logistic Regression with both regularization,"[0.01, 0.05, 1000, 0.05, 1028, False, False, 6, (3, 2), 0.5]",train_data_full.npy,0.42691933103203533,0.5971503843314684,0.8722848239659283,0.8156309245719663,0.30654719863558405,0.39127289467138443
Logistic Regression with both regularization,"[0.01, 0.05, 1000, 0.05, 1028, False, False, 6, (3, 3), 0.5]",train_data_full.npy,0.4266340815262568,0.5878880592414858,0.8769399556581564,0.8152907624626491,0.30004845513018635,0.390615503011379
Logistic Regression with both regularization,"[0.01, 0.01, 1000, 0.05, 1028, False, False, 2, (3, 2), 0.5]",train_data_full.npy,0.4250933881283636,0.5786873237307715,0.8810465284603018,0.8154897295941123,0.2863206777688286,0.3872824711864508
Logistic Regression with both regularization,"[0.01, 0.01, 1000, 0.05, 1028, False, False, 2, (3, 3), 0.5]",train_data_full.npy,0.4282215864134529,0.580711483701017,0.8806236809825299,0.8156279321544039,0.2847960074393551,0.3864509925407822
Logistic Regression with both regularization,"[0.01, 0.01, 1000, 0.05, 1028, False, False, 3, (3, 2), 0.5]",train_data_full.npy,0.42722050096343617,0.5893299041183377,0.8763380646537603,0.8158497132027609,0.2973626920153483,0.3883047034844587
Logistic Regression with both regularization,"[0.01, 0.01, 1000, 0.05, 1028, False, False, 3, (3, 3), 0.5]",train_data_full.npy,0.425709985546681,0.5807763983270632,0.8803417826640153,0.8157267577717572,0.2878328497158646,0.3873457539885134
Logistic Regression with both regularization,"[0.01, 0.01, 1000, 0.05, 1028, False, False, 4, (3, 2), 0.5]",train_data_full.npy,0.4283857741642048,0.5857643766042494,0.8786884871202943,0.8156909869534744,0.292596722079659,0.38789375987157043
Logistic Regression with both regularization,"[0.01, 0.01, 1000, 0.05, 1028, False, False, 4, (3, 3), 0.5]",train_data_full.npy,0.4285361671001186,0.5915624368664626,0.87554570181253,0.8156573129581807,0.299240124629447,0.3900904822380888
Logistic Regression with both regularization,"[0.01, 0.01, 1000, 0.05, 1028, False, False, 5, (3, 2), 0.5]",train_data_full.npy,0.4257559378705575,0.5892878385447429,0.8753057072981189,0.8151057315884486,0.3044056560739816,0.3920861740154881
Logistic Regression with both regularization,"[0.01, 0.01, 1000, 0.05, 1028, False, False, 5, (3, 3), 0.5]",train_data_full.npy,0.425875731135471,0.585382797132622,0.8775608938462359,0.8152417201416831,0.29835051593581907,0.39018194741699724
Logistic Regression with both regularization,"[0.01, 0.01, 1000, 0.05, 1028, False, False, 6, (3, 2), 0.5]",train_data_full.npy,0.425325288243162,0.5979548960445384,0.8702962979893792,0.8149623886366331,0.31245024621763556,0.39293578075980334
Logistic Regression with both regularization,"[0.01, 0.01, 1000, 0.05, 1028, False, False, 6, (3, 3), 0.5]",train_data_full.npy,0.42616112409551415,0.5933914980156971,0.8727381469375938,0.8145199314551093,0.3065691594264007,0.3919976463535882
Logistic Regression with both regularization,"[0.5, 0.5, 1000, 0.05, 1028, False, True, 2, (3, 2), 0.5]",train_data_full.npy,0.4288510771491841,0.5781970809164355,0.8822731670895142,0.8159273580677295,0.2885349321267711,0.388219119668519
Logistic Regression with both regularization,"[0.5, 0.5, 1000, 0.05, 1028, False, True, 2, (3, 3), 0.5]",train_data_full.npy,0.4300683123367106,0.5858873348770502,0.8797398916596192,0.8164523478589052,0.2912054932476804,0.38772123577350587
Logistic Regression with both regularization,"[0.5, 0.5, 1000, 0.05, 1028, False, True, 3, (3, 2), 0.5]",train_data_full.npy,0.42795710373759244,0.5954832105318336,0.873724791052395,0.8157301868457747,0.3040554697426149,0.39025420458726473
Logistic Regression with both regularization,"[0.5, 0.5, 1000, 0.05, 1028, False, True, 3, (3, 3), 0.5]",train_data_full.npy,0.4288911475284558,0.5889471072199673,0.8773437559522449,0.8160476157608917,0.2956667362228234,0.3885793742656352
Logistic Regression with both regularization,"[0.5, 0.5, 1000, 0.05, 1028, False, True, 4, (3, 2), 0.5]",train_data_full.npy,0.42752723956527383,0.5960190528306037,0.8726429110191768,0.8152369687438976,0.3081435787421178,0.39251041945999465
Logistic Regression with both regularization,"[0.5, 0.5, 1000, 0.05, 1028, False, True, 4, (3, 3), 0.5]",train_data_full.npy,0.4271554385383873,0.5861865669325584,0.8781589754138953,0.8159646220693609,0.2996501945300139,0.3911850545597601
Logistic Regression with both regularization,"[0.5, 0.5, 1000, 0.05, 1028, False, True, 5, (3, 2), 0.5]",train_data_full.npy,0.4284618421623316,0.5904518085079763,0.8754885602614797,0.8153647983906792,0.30669990301021893,0.3926760763974062
Logistic Regression with both regularization,"[0.5, 0.5, 1000, 0.05, 1028, False, True, 5, (3, 3), 0.5]",train_data_full.npy,0.42564829006760546,0.5798746327559599,0.8803646392844354,0.8155038751043039,0.2987096518174505,0.39172317642004423
Logistic Regression with both regularization,"[0.5, 0.5, 1000, 0.05, 1028, False, True, 6, (3, 2), 0.5]",train_data_full.npy,0.4268942546017945,0.5882109173644977,0.8761590211271363,0.8154255127040894,0.3086658551362201,0.39408715776576736
Logistic Regression with both regularization,"[0.5, 0.5, 1000, 0.05, 1028, False, True, 6, (3, 3), 0.5]",train_data_full.npy,0.42607132931008557,0.5979109700625223,0.8701591582668587,0.8144303719739701,0.3110761876496226,0.39322716314384526
Logistic Regression with both regularization,"[0.5, 0.1, 1000, 0.05, 1028, False, True, 2, (3, 2), 0.5]",train_data_full.npy,0.4287005867284612,0.5901600054714782,0.8771570935521474,0.8163452194603714,0.29533703080566087,0.38797572195443597
Logistic Regression with both regularization,"[0.5, 0.1, 1000, 0.05, 1028, False, True, 2, (3, 3), 0.5]",train_data_full.npy,0.42948793712033967,0.5841117586029548,0.8805474922477963,0.8165067784413612,0.2890519606232152,0.38656820684431636
Logistic Regression with both regularization,"[0.5, 0.1, 1000, 0.05, 1028, False, True, 3, (3, 2), 0.5]",train_data_full.npy,0.42934640806591956,0.5987446334248637,0.8726695770763335,0.8163168007733441,0.3013209020720656,0.3886597303951465
Logistic Regression with both regularization,"[0.5, 0.1, 1000, 0.05, 1028, False, True, 3, (3, 3), 0.5]",train_data_full.npy,0.4286849434190105,0.587537475036947,0.8786618210631376,0.8163062376309065,0.29633766077135193,0.38895365273083177
Logistic Regression with both regularization,"[0.5, 0.1, 1000, 0.05, 1028, False, True, 4, (3, 2), 0.5]",train_data_full.npy,0.42853173598332345,0.5921425650524635,0.8757361736493642,0.8161908183138792,0.30693650558564123,0.391633492564286
Logistic Regression with both regularization,"[0.5, 0.1, 1000, 0.05, 1028, False, True, 4, (3, 3), 0.5]",train_data_full.npy,0.4276410988540327,0.5903838554147621,0.8771228086215173,0.8163267584438371,0.29804288790712113,0.38887580393153504
Logistic Regression with both regularization,"[0.5, 0.1, 1000, 0.05, 1028, False, True, 5, (3, 2), 0.5]",train_data_full.npy,0.4271161329910398,0.5980581706495535,0.8718962614187866,0.8160486703086568,0.3132019264161395,0.3937263372867877
Logistic Regression with both regularization,"[0.5, 0.1, 1000, 0.05, 1028, False, True, 5, (3, 3), 0.5]",train_data_full.npy,0.427428297536925,0.5909380130291586,0.8754695130777962,0.8156323228361018,0.3045392078239254,0.39141899131286206
Logistic Regression with both regularization,"[0.5, 0.1, 1000, 0.05, 1028, False, True, 6, (3, 2), 0.5]",train_data_full.npy,0.4257074441207613,0.5946519616928098,0.8728638583499043,0.8156616813576703,0.3114371567418228,0.3928472053127962
Logistic Regression with both regularization,"[0.5, 0.1, 1000, 0.05, 1028, False, True, 6, (3, 3), 0.5]",train_data_full.npy,0.42700181096616713,0.6027196107300378,0.868852521466176,0.8151572392825074,0.3135980671094189,0.3931292324025337
Logistic Regression with both regularization,"[0.5, 0.05, 1000, 0.05, 1028, False, True, 2, (3, 2), 0.5]",train_data_full.npy,0.428890874109221,0.5848553314649236,0.8798465558882463,0.816316461810589,0.2929799534398086,0.3875216736909446
Logistic Regression with both regularization,"[0.5, 0.05, 1000, 0.05, 1028, False, True, 2, (3, 3), 0.5]",train_data_full.npy,0.4290747539077635,0.5868450018260027,0.8789665760020724,0.8163568738419973,0.2922018185382454,0.38715540442760316
Logistic Regression with both regularization,"[0.5, 0.05, 1000, 0.05, 1028, False, True, 3, (3, 2), 0.5]",train_data_full.npy,0.4291562663492976,0.5909375743179669,0.8766961517070087,0.8162323179112357,0.30046263396744965,0.3900074500770801
Logistic Regression with both regularization,"[0.5, 0.05, 1000, 0.05, 1028, False, True, 3, (3, 3), 0.5]",train_data_full.npy,0.4278026892603462,0.5814995886073082,0.8811455738154557,0.8162497741250628,0.2898997238258019,0.38742739011432487
Logistic Regression with both regularization,"[0.5, 0.05, 1000, 0.05, 1028, False, True, 4, (3, 2), 0.5]",train_data_full.npy,0.42790165773147876,0.5958813691748452,0.872433391998659,0.8152052845313879,0.307999623031308,0.3923057864457022
Logistic Regression with both regularization,"[0.5, 0.05, 1000, 0.05, 1028, False, True, 4, (3, 3), 0.5]",train_data_full.npy,0.4268101857157823,0.5908891274474509,0.8756104622370536,0.8155526748762276,0.298794563366448,0.3893746837207419
Logistic Regression with both regularization,"[0.5, 0.05, 1000, 0.05, 1028, False, True, 5, (3, 2), 0.5]",train_data_full.npy,0.42533160211600757,0.5999318676823538,0.8696182182502494,0.8152795699024745,0.31186534543039346,0.39219041043263575
Logistic Regression with both regularization,"[0.5, 0.05, 1000, 0.05, 1028, False, True, 5, (3, 3), 0.5]",train_data_full.npy,0.4275295407619435,0.582492808284061,0.8796484651779388,0.815457338538811,0.29613186167385264,0.38924810160021955
Logistic Regression with both regularization,"[0.5, 0.05, 1000, 0.05, 1028, False, True, 6, (3, 2), 0.5]",train_data_full.npy,0.42443740925337453,0.5929722995285047,0.8728371922927476,0.8152878249613367,0.3130593515698876,0.39483757139985926
Logistic Regression with both regularization,"[0.5, 0.05, 1000, 0.05, 1028, False, True, 6, (3, 3), 0.5]",train_data_full.npy,0.42709827862950317,0.5978562395535677,0.8716638857778488,0.8153447453003336,0.31205781168683316,0.39412769759876304
Logistic Regression with both regularization,"[0.5, 0.01, 1000, 0.05, 1028, False, True, 2, (3, 2), 0.5]",train_data_full.npy,0.4273012676310531,0.5888540166393023,0.8769742405887865,0.8159281330035166,0.29403965950166505,0.3875007927084623
Logistic Regression with both regularization,"[0.5, 0.01, 1000, 0.05, 1028, False, True, 2, (3, 3), 0.5]",train_data_full.npy,0.4263566967955656,0.5834644717442736,0.8795379915125748,0.8158716031897363,0.28895010112363795,0.3867294482541237
Logistic Regression with both regularization,"[0.5, 0.01, 1000, 0.05, 1028, False, True, 3, (3, 2), 0.5]",train_data_full.npy,0.4289140268418907,0.5919916488407089,0.8759266454861985,0.8160075069311867,0.299014175447626,0.38842595840388566
Logistic Regression with both regularization,"[0.5, 0.01, 1000, 0.05, 1028, False, True, 3, (3, 3), 0.5]",train_data_full.npy,0.4275865082226953,0.5882366461919404,0.8778808865321173,0.8161469857084483,0.2941987437542159,0.3879907985909312
Logistic Regression with both regularization,"[0.5, 0.01, 1000, 0.05, 1028, False, True, 4, (3, 2), 0.5]",train_data_full.npy,0.4266803981960981,0.5941996266888872,0.8733895606195667,0.8152904081456801,0.3029285526669068,0.39028068000078014
Logistic Regression with both regularization,"[0.5, 0.01, 1000, 0.05, 1028, False, True, 4, (3, 3), 0.5]",train_data_full.npy,0.4285638751580713,0.5972651943618986,0.8730238546928452,0.815767963886337,0.30399770824572153,0.39000451115147455
Logistic Regression with both regularization,"[0.5, 0.01, 1000, 0.05, 1028, False, True, 5, (3, 2), 0.5]",train_data_full.npy,0.42559386513502545,0.5996067825191053,0.8693782237358384,0.8148017436602998,0.3148588398662248,0.3938215963161736
Logistic Regression with both regularization,"[0.5, 0.01, 1000, 0.05, 1028, False, True, 5, (3, 3), 0.5]",train_data_full.npy,0.42530762499331926,0.5943560860453391,0.8722581579087717,0.8152737247152482,0.30798244539309527,0.39209772427211953
Logistic Regression with both regularization,"[0.5, 0.01, 1000, 0.05, 1028, False, True, 6, (3, 2), 0.5]",train_data_full.npy,0.42794340561023647,0.5957800998945596,0.8721362559331977,0.8150580512014406,0.3153093713091794,0.39500231251285234
Logistic Regression with both regularization,"[0.5, 0.01, 1000, 0.05, 1028, False, True, 6, (3, 3), 0.5]",train_data_full.npy,0.4273038505876345,0.5897846508914205,0.8770809048174137,0.8162536918127691,0.30490610913677574,0.3923010257613444
Logistic Regression with both regularization,"[0.1, 0.5, 1000, 0.05, 1028, False, True, 2, (3, 2), 0.5]",train_data_full.npy,0.4286456965520226,0.5815920349856877,0.8808141528193641,0.8161177231022444,0.29315111054461607,0.388837874382633
Logistic Regression with both regularization,"[0.1, 0.5, 1000, 0.05, 1028, False, True, 2, (3, 3), 0.5]",train_data_full.npy,0.4297269542689253,0.5849065935150387,0.8797627482800393,0.8162805901790463,0.2877402368620095,0.38647165112075826
Logistic Regression with both regularization,"[0.1, 0.5, 1000, 0.05, 1028, False, True, 3, (3, 2), 0.5]",train_data_full.npy,0.4285385827013544,0.5876985759283858,0.8774161352502419,0.8155582357840837,0.29779531255730285,0.38954070054856565
Logistic Regression with both regularization,"[0.1, 0.5, 1000, 0.05, 1028, False, True, 3, (3, 3), 0.5]",train_data_full.npy,0.42960740957121707,0.5914018755242219,0.8758847416820948,0.8156048131487159,0.2972008548500066,0.38861964973962776
Logistic Regression with both regularization,"[0.1, 0.5, 1000, 0.05, 1028, False, True, 4, (3, 2), 0.5]",train_data_full.npy,0.4292726046837793,0.5912345900438803,0.8762580664822899,0.8157528993526627,0.30306747221185154,0.39144067330734655
Logistic Regression with both regularization,"[0.1, 0.5, 1000, 0.05, 1028, False, True, 4, (3, 3), 0.5]",train_data_full.npy,0.4273761744234162,0.5851751680411634,0.8787875324754482,0.8158923986651428,0.2956838219380474,0.38941431798996606
Logistic Regression with both regularization,"[0.1, 0.5, 1000, 0.05, 1028, False, True, 5, (3, 2), 0.5]",train_data_full.npy,0.4286366092195418,0.5876865834827032,0.8769818594622599,0.815381326025912,0.30056889819038846,0.3906767391837857
Logistic Regression with both regularization,"[0.1, 0.5, 1000, 0.05, 1028, False, True, 5, (3, 3), 0.5]",train_data_full.npy,0.4251470529232895,0.5833488275882579,0.8785132530304068,0.8152394897817169,0.29664955778096747,0.3903472814032474
Logistic Regression with both regularization,"[0.1, 0.5, 1000, 0.05, 1028, False, True, 6, (3, 2), 0.5]",train_data_full.npy,0.42610164327064654,0.5982141803629614,0.8696677409278264,0.8144237699573974,0.31927459115907647,0.3965463324109791
Logistic Regression with both regularization,"[0.1, 0.5, 1000, 0.05, 1028, False, True, 6, (3, 3), 0.5]",train_data_full.npy,0.4263203400405456,0.592036261317217,0.873808598660602,0.8150910965485525,0.30665081221528157,0.39296537664995884
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, True, 2, (3, 2), 0.5]",train_data_full.npy,0.42927139007936627,0.5882675371283504,0.8780637394954782,0.8162835934348881,0.2914627542739365,0.3871098387711495
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, True, 2, (3, 3), 0.5]",train_data_full.npy,0.4283042536178909,0.5812007972944192,0.8814503287543904,0.8164944997777566,0.2873511744796699,0.3863703423357355
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, True, 3, (3, 2), 0.5]",train_data_full.npy,0.42653807426766027,0.5853875347541782,0.878258020769049,0.8160114638803755,0.2961988026286429,0.3892506793533807
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, True, 3, (3, 3), 0.5]",train_data_full.npy,0.42915350520198065,0.5828330939022393,0.8805360639375861,0.8161324931399093,0.29251349063857307,0.38787653261304583
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, True, 4, (3, 2), 0.5]",train_data_full.npy,0.4261196420663307,0.5858731595923191,0.8782313547118923,0.8159789692942035,0.2975244890553572,0.3895216173828539
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, True, 4, (3, 3), 0.5]",train_data_full.npy,0.4288278147350562,0.5875735538686074,0.8773628031359283,0.8155955106929546,0.2978164941504851,0.3889273840111736
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, True, 5, (3, 2), 0.5]",train_data_full.npy,0.42768093240279087,0.5995889563951562,0.8703572489771663,0.8150393834839565,0.3096907643608929,0.3916880384106424
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, True, 5, (3, 3), 0.5]",train_data_full.npy,0.42692635333067197,0.58537098631458,0.8778923148423274,0.8151319857074718,0.30035810154480563,0.3909229309492086
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, True, 6, (3, 2), 0.5]",train_data_full.npy,0.4262448955962037,0.5985252278315444,0.8717134084554257,0.8158966879692707,0.3097668562256205,0.3922330675883075
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, True, 6, (3, 3), 0.5]",train_data_full.npy,0.42544020922086706,0.5903011883481303,0.8758923605555683,0.8156348762233089,0.3080537903478125,0.3941695859749536
Logistic Regression with both regularization,"[0.1, 0.05, 1000, 0.05, 1028, False, True, 2, (3, 2), 0.5]",train_data_full.npy,0.4264214810245494,0.5828958912442771,0.8793818046063709,0.8157729321492866,0.2930395664839114,0.3880193602549582
Logistic Regression with both regularization,"[0.1, 0.05, 1000, 0.05, 1028, False, True, 2, (3, 3), 0.5]",train_data_full.npy,0.429041337271973,0.586448742129032,0.8793741857328975,0.8169172866457224,0.2870289036641989,0.38582305680917567
Logistic Regression with both regularization,"[0.1, 0.05, 1000, 0.05, 1028, False, True, 3, (3, 2), 0.5]",train_data_full.npy,0.42786600132558394,0.5902092254672965,0.8755609395594767,0.8151609828931293,0.3036201597967318,0.3913882394878437
Logistic Regression with both regularization,"[0.1, 0.05, 1000, 0.05, 1028, False, True, 3, (3, 3), 0.5]",train_data_full.npy,0.42940680378835117,0.5924790636748759,0.8753742771593792,0.8157431929975076,0.2996359967320826,0.3892278077303814
Logistic Regression with both regularization,"[0.1, 0.05, 1000, 0.05, 1028, False, True, 4, (3, 2), 0.5]",train_data_full.npy,0.427412991787023,0.6013963038277069,0.8698315467075037,0.8154643992889837,0.3132150337899589,0.392699936077101
Logistic Regression with both regularization,"[0.1, 0.05, 1000, 0.05, 1028, False, True, 4, (3, 3), 0.5]",train_data_full.npy,0.4286181339490354,0.5834564382438192,0.8798846502556131,0.8157809351197125,0.29639797399543116,0.3894618746599825
Logistic Regression with both regularization,"[0.1, 0.05, 1000, 0.05, 1028, False, True, 5, (3, 2), 0.5]",train_data_full.npy,0.42615801908622847,0.6016416796483095,0.8682582493352533,0.8147949310129583,0.31987814505785045,0.39558081817133856
Logistic Regression with both regularization,"[0.1, 0.05, 1000, 0.05, 1028, False, True, 5, (3, 3), 0.5]",train_data_full.npy,0.42785747548633585,0.5952082430472742,0.8733286096317799,0.8158238267156449,0.305352914601475,0.3907351848647626
Logistic Regression with both regularization,"[0.1, 0.05, 1000, 0.05, 1028, False, True, 6, (3, 2), 0.5]",train_data_full.npy,0.4246368393885325,0.6006083798864804,0.8695458389522525,0.8156351543405149,0.3175222948481116,0.39499693813324316
Logistic Regression with both regularization,"[0.1, 0.05, 1000, 0.05, 1028, False, True, 6, (3, 3), 0.5]",train_data_full.npy,0.42493618398155647,0.5944562695319863,0.8721095898760409,0.8149380906351299,0.3084001305371183,0.39248046237297457
Logistic Regression with both regularization,"[0.1, 0.01, 1000, 0.05, 1028, False, True, 2, (3, 2), 0.5]",train_data_full.npy,0.4268835831477549,0.5814300278242973,0.8798694125086665,0.8155700289089495,0.2895782170129268,0.3869702101837054
Logistic Regression with both regularization,"[0.1, 0.01, 1000, 0.05, 1028, False, True, 2, (3, 3), 0.5]",train_data_full.npy,0.42897380728888573,0.5851214278829282,0.8793399008022673,0.8161560889399374,0.28892370701508047,0.3863780938895463
Logistic Regression with both regularization,"[0.1, 0.01, 1000, 0.05, 1028, False, True, 3, (3, 2), 0.5]",train_data_full.npy,0.42707761659497634,0.5933741327941098,0.8751495203919148,0.8162447194034631,0.29802544135510356,0.38840882768298046
Logistic Regression with both regularization,"[0.1, 0.01, 1000, 0.05, 1028, False, True, 3, (3, 3), 0.5]",train_data_full.npy,0.42528517239830216,0.5779458091050379,0.8814541381911272,0.8157501047043958,0.2872657317986318,0.38701266903736187
